"x","y","track_id","time"
-622.41155,11.835602,"7a",1970-01-01 01:08:30
-615.03436,11.001657,"7a",1970-01-01 01:08:31
-611.69858,10.199787,"7a",1970-01-01 01:08:32
-608.71564,9.9752637,"7a",1970-01-01 01:08:33
-606.75907,10.167712,"7a",1970-01-01 01:08:34
-604.35345,11.450704,"7a",1970-01-01 01:08:35
-603.93647,14.273287,"7a",1970-01-01 01:08:36
-605.9572,16.422298,"7a",1970-01-01 01:08:37
-606.11756,17.448692,"7a",1970-01-01 01:08:38
-605.34778,19.758078,"7a",1970-01-01 01:08:39
-602.68557,22.548586,"7a",1970-01-01 01:08:40
-600.92146,25.11457,"7a",1970-01-01 01:08:41
-599.67054,27.135283,"7a",1970-01-01 01:08:42
-598.00263,29.476742,"7a",1970-01-01 01:08:43
-596.014,29.957866,"7a",1970-01-01 01:08:44
-597.87433,27.680555,"7a",1970-01-01 01:08:45
-532.69832,37.976566,"7b",1970-01-01 01:08:46
-534.68695,36.116228,"7b",1970-01-01 01:08:47
-535.3926,29.861639,"7b",1970-01-01 01:08:48
-536.16238,25.85229,"7b",1970-01-01 01:08:49
-536.16238,21.971239,"7b",1970-01-01 01:08:50
-533.94922,18.988283,"7b",1970-01-01 01:08:51
-534.3662,16.390224,"7b",1970-01-01 01:08:52
-527.40596,13.76009,"7b",1970-01-01 01:08:53
-524.55129,14.850633,"7b",1970-01-01 01:08:54
-535.03977,13.856314,"7b",1970-01-01 01:08:55
-543.3792,12.797846,"7b",1970-01-01 01:08:56
-549.98662,12.477098,"7b",1970-01-01 01:08:57
-552.13564,12.445028,"7b",1970-01-01 01:08:58
-553.61106,12.573327,"7b",1970-01-01 01:08:59
-549.24891,16.229855,"7b",1970-01-01 01:09:00
-543.25091,19.309036,"7b",1970-01-01 01:09:01
-545.23954,20.399579,"7b",1970-01-01 01:09:02
-542.35283,23.061787,"7b",1970-01-01 01:09:03
-540.68492,29.027701,"7b",1970-01-01 01:09:04
-538.60006,31.914433,"7b",1970-01-01 01:09:05
-535.071839999999,36.020006,"7b",1970-01-01 01:09:06
-538.76045,31.529535,"7b",1970-01-01 01:09:07
-541.00568,27.456034,"7b",1970-01-01 01:09:08
-541.80755,23.446685,"7b",1970-01-01 01:09:09
-543.31507,19.180736,"7b",1970-01-01 01:09:10
-544.05278,15.299685,"7b",1970-01-01 01:09:11
-543.50753,12.894075,"7b",1970-01-01 01:09:12
-543.25091,11.226185,"7b",1970-01-01 01:09:13
-542.801859999999,8.3073786,"7b",1970-01-01 01:09:14
-543.667889999999,4.7470758,"7b",1970-01-01 01:09:15
-546.009349999999,4.2338788,"7b",1970-01-01 01:09:16
-545.464069999999,-1.3471367,"7b",1970-01-01 01:09:17
-545.496169999999,-3.6244477,"7b",1970-01-01 01:09:18
-543.507539999999,-5.0357389,"7b",1970-01-01 01:09:19
-541.839629999999,-6.5111796,"7b",1970-01-01 01:09:20
-542.032089999999,-15.620423,"7b",1970-01-01 01:09:21
-626.48501,106.84116,"7c",1970-01-01 01:09:22
-627.35105,107.67511,"7c",1970-01-01 01:09:23
-630.04533,107.03361,"7c",1970-01-01 01:09:24
-631.68114,108.06001,"7c",1970-01-01 01:09:25
-635.24145,108.28453,"7c",1970-01-01 01:09:26
-638.89797,108.66943,"7c",1970-01-01 01:09:27
-640.7904,110.01657,"7c",1970-01-01 01:09:28
-639.6357,110.11277,"7c",1970-01-01 01:09:29
-639.02626,110.62597,"7c",1970-01-01 01:09:30
-635.01693,111.68444,"7c",1970-01-01 01:09:31
-635.78673,110.65804,"7c",1970-01-01 01:09:32
-635.94709,109.47128,"7c",1970-01-01 01:09:33
-633.28488,110.30522,"7c",1970-01-01 01:09:34
-631.7453,112.32594,"7c",1970-01-01 01:09:35
-630.52644,112.58253,"7c",1970-01-01 01:09:36
-626.51711,114.25042,"7c",1970-01-01 01:09:37
-625.77937,115.11644,"7c",1970-01-01 01:09:38
-619.6531,114.18627,"7c",1970-01-01 01:09:39
-615.6758,109.79203,"7c",1970-01-01 01:09:40
-613.52681,104.21101,"7c",1970-01-01 01:09:41
-610.51177,99.496015,"7c",1970-01-01 01:09:42
-609.87029,96.32061,"7c",1970-01-01 01:09:43
-611.12119,91.445239,"7c",1970-01-01 01:09:44
-611.98722,87.115142,"7c",1970-01-01 01:09:45
-611.40987,83.811436,"7c",1970-01-01 01:09:46
-611.05705,80.475656,"7c",1970-01-01 01:09:47
-610.83253,77.107804,"7c",1970-01-01 01:09:48
-610.28725,75.343689,"7c",1970-01-01 01:09:49
-611.18535,74.188995,"7c",1970-01-01 01:09:50
-612.94946,72.553182,"7c",1970-01-01 01:09:51
-614.71357,71.398487,"7c",1970-01-01 01:09:52
-615.19469,69.890974,"7c",1970-01-01 01:09:53
-614.97016,68.287234,"7c",1970-01-01 01:09:54
-614.84186,66.041995,"7c",1970-01-01 01:09:55
-615.19469,64.630705,"7c",1970-01-01 01:09:56
-615.96449,63.892986,"7c",1970-01-01 01:09:57
-616.89466,61.26285,"7c",1970-01-01 01:09:58
-617.66447,60.172307,"7c",1970-01-01 01:09:59
-619.39651,58.825167,"7c",1970-01-01 01:10:00
-620.29458,57.349726,"7c",1970-01-01 01:10:01
-619.68517,55.425237,"7c",1970-01-01 01:10:02
-519.16274,116.20701,"7d",1970-01-01 01:10:03
-522.01741,117.26547,"7d",1970-01-01 01:10:04
-524.80791,116.78435,"7d",1970-01-01 01:10:05
-521.92118,110.52977,"7d",1970-01-01 01:10:06
-523.46076,105.911,"7d",1970-01-01 01:10:07
-522.88341,103.47331,"7d",1970-01-01 01:10:08
-531.35117,99.945083,"7d",1970-01-01 01:10:09
-533.98131,93.401823,"7d",1970-01-01 01:10:10
-533.56433,86.505739,"7d",1970-01-01 01:10:11
-532.95491,82.785063,"7d",1970-01-01 01:10:12
-537.73405,82.752983,"7d",1970-01-01 01:10:13
-543.3792,83.683152,"7d",1970-01-01 01:10:14
-547.96592,84.677477,"7d",1970-01-01 01:10:15
-549.69796,91.316961,"7d",1970-01-01 01:10:16
-549.21684,102.89596,"7d",1970-01-01 01:10:17
-548.73571,104.11481,"7d",1970-01-01 01:10:18
-542.35283,107.38644,"7d",1970-01-01 01:10:19
-542.22453,107.57889,"7d",1970-01-01 01:10:20
-555.18275,107.70719,"7d",1970-01-01 01:10:21
-553.29034,111.74861,"7d",1970-01-01 01:10:22
-555.3752,107.67511,"7d",1970-01-01 01:10:23
-545.11126,113.57687,"7d",1970-01-01 01:10:24
-549.69796,114.21837,"7d",1970-01-01 01:10:25
-553.51486,115.43721,"7d",1970-01-01 01:10:26
-555.5035,107.67511,"7d",1970-01-01 01:10:27
-552.29602,105.3978,"7d",1970-01-01 01:10:28
-549.21684,102.96011,"7d",1970-01-01 01:10:29
-537.73406,101.67712,"7d",1970-01-01 01:10:30
-533.05114,103.31294,"7d",1970-01-01 01:10:31
-537.66991,103.53746,"7d",1970-01-01 01:10:32
-551.23755,102.41484,"7d",1970-01-01 01:10:33
-553.48278,103.95443,"7d",1970-01-01 01:10:34
-555.59972,106.48834,"7d",1970-01-01 01:10:35
-556.33744,105.36572,"7d",1970-01-01 01:10:36
-556.85064,100.36206,"7d",1970-01-01 01:10:37
-563.2656,100.20168,"7d",1970-01-01 01:10:38
-564.48444,98.05267,"7d",1970-01-01 01:10:39
-569.13529,92.760328,"7d",1970-01-01 01:10:40
-566.21648,90.643391,"7d",1970-01-01 01:10:41
-559.38455,93.690497,"7d",1970-01-01 01:10:42
-559.577,99.431886,"7d",1970-01-01 01:10:43
-555.98462,106.74494,"7d",1970-01-01 01:10:44
-556.91479,99.399812,"7d",1970-01-01 01:10:45
-564.29199,92.37543,"7d",1970-01-01 01:10:46
-566.34478,90.611316,"7d",1970-01-01 01:10:47
-568.07682,90.450942,"7d",1970-01-01 01:10:48
-570.83525,89.873595,"7d",1970-01-01 01:10:49
-572.75974,88.783052,"7d",1970-01-01 01:10:50
-566.18441,87.692509,"7d",1970-01-01 01:10:51
-551.36585,84.035981,"7d",1970-01-01 01:10:52
-550.6602,78.519115,"7d",1970-01-01 01:10:53
-549.63381,75.375785,"7d",1970-01-01 01:10:54
-551.5583,66.266541,"7d",1970-01-01 01:10:55
-535.84164,64.245829,"7d",1970-01-01 01:10:56
-521.98533,63.18736,"7d",1970-01-01 01:10:57
-523.87774,67.19671,"7d",1970-01-01 01:10:58
-522.0174,71.3343599999999,"7d",1970-01-01 01:10:59
-512.84401,76.3701039999999,"7d",1970-01-01 01:11:00
-511.84969,80.9567999999999,"7d",1970-01-01 01:11:01
-517.71938,84.1963549999999,"7d",1970-01-01 01:11:02
-517.39863,86.7623399999999,"7d",1970-01-01 01:11:03
-519.45142,87.7245839999999,"7d",1970-01-01 01:11:04
-530.2927,92.3754299999999,"7d",1970-01-01 01:11:05
-534.30205,92.9848509999999,"7d",1970-01-01 01:11:06
-532.92284,103.56954,"7d",1970-01-01 01:11:07
-535.58504,109.66375,"7d",1970-01-01 01:11:08
-542.16038,107.16191,"7d",1970-01-01 01:11:09
-537.60576,110.01657,"7d",1970-01-01 01:11:10
